"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","springTestContextPrepareTestInstance"
"Partially update booking with valid date api.","7","partialUpdateBookingResponseValidation","Test Smoke suites","2026-07-07","skipped","2026-07-07","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","partialUpdateBookingResponseValidation"
"Check that Admin is not able to authenticate with wrong password.","0","userFailedPasswordAuthResponseValidation","Test Smoke suites","2026-07-07","skipped","2026-07-07","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userFailedPasswordAuthResponseValidation"
"","0","afterMethodCleanUp","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","afterMethodCleanUp"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","springTestContextPrepareTestInstance"
"Search booking by id api.","0","searchBookingResponseValidation","Test Smoke suites","2026-07-07","skipped","2026-07-07","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"","1","prepareData","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","prepareData"
"Create new valid booking with api.","1","createNewBookingResponseValidation","Test Smoke suites","2026-07-07","skipped","2026-07-07","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","createNewBookingResponseValidation"
"","1","afterMethodCleanUp","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","afterMethodCleanUp"
"","0","afterMethodCleanUp","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","afterMethodCleanUp"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","springTestContextPrepareTestInstance"
"","0","setUpClass","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","setUpClass"
"Update booking with valid date api.","0","fullUpdateBookingResponseValidation","Test Smoke suites","2026-07-07","skipped","2026-07-07","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","fullUpdateBookingResponseValidation"
"","0","prepareData","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","prepareData"
"","2","globalInitSuite","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalInitSuite"
"Check that Admin is able to authenticate.","0","userAuthResponseValidation","Test Smoke suites","2026-07-07","skipped","2026-07-07","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userAuthResponseValidation"
"","0","afterMethodCleanUp","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","afterMethodCleanUp"
"","0","prepareData","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","prepareData"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","prepareData"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","prepareData"
"","0","globalCleanupSuite","Test Smoke suites","2026-07-07","broken","2026-07-07","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalCleanupSuite"
