"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","prepareData"
"","0","globalCleanupSuite","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalCleanupSuite"
"Create new valid booking with api.","0","createNewBookingResponseValidation","Test Smoke suites","2026-07-11","skipped","2026-07-11","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","createNewBookingResponseValidation"
"","0","prepareData","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","prepareData"
"Check that Admin is able to authenticate.","0","userAuthResponseValidation","Test Smoke suites","2026-07-11","skipped","2026-07-11","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userAuthResponseValidation"
"","1","afterMethodCleanUp","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","afterMethodCleanUp"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","springTestContextPrepareTestInstance"
"","1","setUpClass","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","setUpClass"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","springTestContextPrepareTestInstance"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","springTestContextPrepareTestInstance"
"","1","prepareData","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","prepareData"
"","0","afterMethodCleanUp","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","afterMethodCleanUp"
"Partially update booking with valid date api.","4","partialUpdateBookingResponseValidation","Test Smoke suites","2026-07-11","skipped","2026-07-11","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","partialUpdateBookingResponseValidation"
"Check that Admin is not able to authenticate with wrong password.","0","userFailedPasswordAuthResponseValidation","Test Smoke suites","2026-07-11","skipped","2026-07-11","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userFailedPasswordAuthResponseValidation"
"","0","afterMethodCleanUp","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","afterMethodCleanUp"
"Search booking by id api.","1","searchBookingResponseValidation","Test Smoke suites","2026-07-11","skipped","2026-07-11","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"","0","prepareData","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","prepareData"
"Update booking with valid date api.","0","fullUpdateBookingResponseValidation","Test Smoke suites","2026-07-11","skipped","2026-07-11","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","fullUpdateBookingResponseValidation"
"","1","globalInitSuite","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalInitSuite"
"","0","afterMethodCleanUp","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","afterMethodCleanUp"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","2026-07-11","broken","2026-07-11","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","prepareData"
